date,close_raw,close_tr,dividend,ret_price,ret_tr
1998-12-22,18.937854766845703,11.124486923217773,0.0,,
1998-12-23,19.217100143432617,11.288517951965332,0.0,0.01474535421381451,0.014745042165064781
1998-12-24,19.34402847290039,11.363080024719238,0.0,0.006604967894240366,0.006605125054606864
1998-12-28,19.090171813964844,11.213958740234375,0.0,-0.013123257096689156,-0.013123315523648982
1998-12-29,19.293258666992188,11.333253860473633,0.0,0.010638293620740535,0.010638091596613553
1998-12-30,19.217100143432617,11.288517951965332,0.0,-0.003947416290533967,-0.003947313724642076
1998-12-31,19.039398193359375,11.184137344360352,0.0,-0.009247074155148804,-0.00924661749656941
1999-01-04,19.039398193359375,11.184137344360352,0.0,0.0,0.0
1999-01-05,19.217100143432617,11.288517951965332,0.0,0.00933338061784017,0.009332915395358077
1999-01-06,19.82636070251465,11.646413803100586,0.0,0.03170408409877834,0.031704414402153214
1999-01-07,20.130990982055664,11.825361251831055,0.0,0.015364911599856867,0.015365025814455313
1999-01-08,20.257919311523438,11.899913787841797,0.0,0.006305120775272011,0.006304461607817613
1999-01-11,19.953290939331055,11.72097110748291,0.0,-0.0150374955842133,-0.015037308971239227
1999-01-12,19.394800186157227,11.392905235290527,0.0,-0.02798990677136648,-0.02798964942272908
1999-01-13,19.140941619873047,11.243785858154297,0.0,-0.01308900137395419,-0.013088792898436452
1999-01-14,18.658611297607422,10.960453987121582,0.0,-0.025198881635208892,-0.02519897431408613
1999-01-15,19.191713333129883,11.273603439331055,0.0,0.028571367237326006,0.0285708468442476
1999-01-19,19.090171813964844,11.213958740234375,0.0,-0.005290904329513513,-0.005290650803681185
1999-01-20,19.229793548583984,11.29597282409668,0.0,0.007313801886110083,0.007313571037857347
1999-01-21,18.887083053588867,11.094657897949219,0.0,-0.017821849939743784,-0.0178218316635832
1999-01-22,18.760154724121094,11.020099639892578,0.0,-0.006720377578032344,-0.006720194416307557
1999-01-25,18.9124698638916,11.109572410583496,0.0,0.00811907694847891,0.008119052786694336
1999-01-26,18.925161361694336,11.117033958435059,0.0,0.0006710650641652549,0.0006716323163304949
1999-01-27,18.683996200561523,10.975364685058594,0.0,-0.012743096691420819,-0.012743441632556474
1999-01-28,18.963241577148438,11.139398574829102,0.0,0.014945698639058813,0.014945643673582643
1999-01-29,19.369415283203125,11.377988815307617,0.0,0.021419001830580653,0.02141859265343471
1999-02-01,19.039398193359375,11.184137344360352,0.0,-0.01703805122759361,-0.017037410925071717
1999-02-02,18.83631134033203,11.064835548400879,0.0,-0.010666663460937365,-0.010667053907347679
1999-02-03,18.975933074951172,11.146842956542969,0.0,0.00741237135532935,0.007411534295594713
1999-02-04,18.531681060791016,10.885887145996094,0.0,-0.023411339637711026,-0.0234107371534914
1999-02-05,18.379365921020508,10.796417236328125,0.0,-0.008219175544347812,-0.008218890060868955
1999-02-08,18.328594207763672,10.766592025756836,0.0,-0.002762430079199185,-0.002762509999236773
1999-02-09,18.074735641479492,10.617467880249023,0.0,-0.013850411188472411,-0.013850635851257675
1999-02-10,18.22705078125,10.706948280334473,0.0,0.008426963624351025,0.008427659126890585
1999-02-11,18.963241577148438,11.139398574829102,0.0,0.04039001178708235,0.040389687441463984
1999-02-12,18.683996200561523,10.975364685058594,0.0,-0.01472561404920436,-0.014725560690607042
1999-02-16,18.963241577148438,11.139398574829102,0.0,0.014945698639058813,0.014945643673582643
1999-02-17,19.039398193359375,11.184137344360352,0.0,0.004016012552553683,0.004016264363889688
1999-02-18,19.229793548583984,11.29597282409668,0.0,0.010000072128908855,0.009999473029783656
1999-02-19,19.293258666992188,11.333253860473633,0.0,0.0033003536022297997,0.00330038297342794
1999-02-22,19.851747512817383,11.661327362060547,0.0,0.028947356974002858,0.02894786489616341
1999-02-23,20.10560417175293,11.810441970825195,0.0,0.012787622790973119,0.012787104257941051
1999-02-24,19.445573806762695,11.422736167907715,0.0,-0.03282817861885168,-0.03282737461267016
1999-02-25,19.31864356994629,11.348172187805176,0.0,-0.006527461625856601,-0.006527681197087243
1999-02-26,19.67404556274414,11.5569429397583,0.0,0.018396839897742323,0.01839686149435349
1999-03-01,19.750202178955078,11.601672172546387,0.0,0.003870917954726716,0.003870334310833057
1999-03-02,19.800975799560547,11.631498336791992,0.0,0.002570789916245486,0.0025708504603487725
1999-03-03,19.610580444335938,11.519661903381348,0.0,-0.00961545315503265,-0.009614963624840267
1999-03-04,20.054832458496094,11.780617713928223,0.0,0.022653690206730692,0.02265307894759272
1999-03-05,20.562551498413086,12.07887077331543,0.0,0.025316543579595008,0.025317268298637785
1999-03-08,20.422929763793945,11.996846199035645,0.0,-0.006790097747836232,-0.006790748557472193
1999-03-09,20.587936401367188,12.093774795532227,0.0,0.008079479265789224,0.008079506470990205
1999-03-10,20.968725204467773,12.317465782165527,0.0,0.01849572466501792,0.018496374408752736
1999-03-11,21.070268630981445,12.377110481262207,0.0,0.004842613250138683,0.004842286567017684
1999-03-12,21.108346939086914,12.399476051330566,0.0,0.0018072056304720974,0.0018070106186915957
1999-03-15,21.171812057495117,12.436753273010254,0.0,0.0030066361232050642,0.0030063545850944617
1999-03-16,20.8671817779541,12.257810592651367,0.0,-0.014388484023651227,-0.014388215029337403
1999-03-17,20.68947982788086,12.153424263000488,0.0,-0.008515857673745963,-0.008515903297890648
1999-03-18,21.171812057495117,12.436753273010254,0.0,0.023312922008037695,0.023312689813053344
1999-03-19,20.714866638183594,12.200644493103027,0.056052,-0.02158272603547684,-0.018984760308755178
1999-03-22,20.76563835144043,12.230544090270996,0.0,0.0024509794894478354,0.002450657191500838
1999-03-23,20.054832458496094,11.81188678741455,0.0,-0.034229908125845365,-0.03423047247664757
1999-03-24,20.00406265258789,11.78199577331543,0.0,-0.0025315497406059873,-0.0025305875883410156
1999-03-25,20.46100616455078,12.051119804382324,0.0,0.022842535533839525,0.022841973146555006
1999-03-26,20.283306121826172,11.946463584899902,0.0,-0.008684814485442005,-0.008684356406809979
1999-03-29,20.740251541137695,12.215588569641113,0.0,0.022528152785695088,0.022527585910978587
1999-03-30,20.499086380004883,12.07354736328125,0.0,-0.011627880243133437,-0.011627864310433056
1999-03-31,20.257919311523438,11.931502342224121,0.0,-0.011764771561560083,-0.011764978161192596
1999-04-01,20.308692932128906,11.961414337158203,0.0,0.002506359109476053,0.0025069764122014337
1999-04-05,20.714866638183594,12.200644493103027,0.0,0.019999992486572582,0.02000015626928442
1999-04-06,20.562551498413086,12.110933303833008,0.0,-0.007352938468343617,-0.007352987731159
1999-04-07,21.12104034423828,12.43986701965332,0.0,0.027160483749708586,0.02716006335500243
1999-04-08,21.501827239990234,12.664145469665527,0.0,0.018028794488611943,0.018029007035033295
1999-04-09,21.4510555267334,12.634237289428711,0.0,-0.002361274355437426,-0.002361642189633417
1999-04-12,21.831844329833984,12.85851764678955,0.0,0.01775151822370824,0.01775179238943836
1999-04-13,21.80645751953125,12.843561172485352,0.0,-0.0011628339740423765,-0.0011631569606262993
1999-04-14,21.52721405029297,12.679095268249512,0.0,-0.0128055402390862,-0.012805319492554257
1999-04-15,21.324127197265625,12.559473991394043,0.0,-0.00943395892068899,-0.009434527805388448
1999-04-16,21.222583770751953,12.499671936035156,0.0,-0.004761903058179695,-0.004761509550468723
1999-04-19,21.222583770751953,12.499671936035156,0.0,0.0,0.0
1999-04-20,21.501827239990234,12.664145469665527,0.0,0.013157845069888374,0.013158228029666263
1999-04-21,21.831844329833984,12.85851764678955,0.0,0.015348327663519123,0.015348226817956556
1999-04-22,22.06031608581543,12.993087768554688,0.0,0.01046506893919319,0.010465445976094667
1999-04-23,21.984159469604492,12.94822883605957,0.0,-0.0034521996835714663,-0.0034525228563208055
1999-04-26,21.654142379760742,12.753853797912598,0.0,-0.015011585514562609,-0.015011708597986506
1999-04-27,22.034931182861328,12.978128433227539,0.0,0.017585032758281605,0.017584852301791853
1999-04-28,21.908002853393555,12.903372764587402,0.0,-0.005760323389006006,-0.005760127049501351
1999-04-29,21.984159469604492,12.94822883605957,0.0,0.0034762007619120183,0.003476305946556346
1999-04-30,21.679529190063477,12.768804550170898,0.0,-0.013856808124149578,-0.01385705243245261
1999-05-03,21.933387756347656,12.918323516845703,0.0,0.011709597752728618,0.011709707520960011
1999-05-04,21.247968673706055,12.514622688293457,0.0,-0.03125003261036308,-0.03125024915391028
1999-05-05,21.37489891052246,12.589386940002441,0.0,0.005973758657385364,0.005974151484321011
1999-05-06,21.01949691772461,12.380062103271484,0.0,-0.01662707245005468,-0.01662708738150176
1999-05-07,21.425670623779297,12.61928653717041,0.0,0.019323664483719583,0.019323362993123316
1999-05-10,21.349512100219727,12.574435234069824,0.0,-0.00355454561478441,-0.003554186916072899
1999-05-11,21.603370666503906,12.723958969116211,0.0,0.011890602702886444,0.011891089521162801
1999-05-12,21.908002853393555,12.903372764587402,0.0,0.0141011415113097,0.014100469508481428
1999-05-13,22.1110897064209,13.022985458374023,0.0,0.009269984780738927,0.009269878191451753
1999-05-14,21.425670623779297,12.61928653717041,0.0,-0.03099888299230047,-0.03099895354210258
1999-05-17,21.01949691772461,12.380062103271484,0.0,-0.018957339221106873,-0.018957049052994
1999-05-18,21.070268630981445,12.409965515136719,0.0,0.002415458060464948,0.002415449261545577
1999-05-19,21.222583770751953,12.499671936035156,0.0,0.007228913045111529,0.007228579385576861
1999-05-20,20.94333839416504,12.335205078125,0.0,-0.013157934943423766,-0.013157693958032346
1999-05-21,20.892566680908203,12.30530834197998,0.0,-0.0024242416515115606,-0.0024236918604650937
1999-05-24,20.43562126159668,12.03616714477539,0.0,-0.02187119592774034,-0.02187195881036197
